Old Line,New Line,Score,Type
738,553,0.8877,Match
739,554,0.7969,Match
785,939,0.8395,Match
790,606,0.8812,Match
791,919,0.4257,Match
792,641,0.8171,Match
794,643,0.4956,Match
795,609,0.4124,Match
799,709,0.4166,Match
801,960,0.7617,Match
802,1323,0.4901,Match
803,807,0.4847,Match
804,820,0.7148,Match
805,810,0.4624,Match
807,1332,0.4475,Match
810,836,0.7934,Match
811,965,0.7168,Match
812,895,0.6783,Match
813,961,0.5133,Match
814,962,0.5979,Match
815,953,0.5224,Match
816,794,0.5345,Match
818,952,0.4163,Match
824,837,0.4419,Match
825,813,0.4180,Match
828,752,0.7719,Match
831,649,0.8245,Match
832,968,0.4731,Match
833,651,0.8746,Match
834,969,0.4687,Match
840,787,0.9106,Match
859,549,0.4335,Match
860,550,0.7642,Match
862,608,0.4882,Match
863,644,0.4124,Match
867,781,0.4432,Match
870,650,0.6665,Match
871,616,0.8416,Match
872,711,0.4156,Match
960,848,0.5704,Match
961,660,0.9704,Match
962,851,0.7494,Match
963,854,0.8639,Match
964,678,0.5556,Match
965,776,0.5990,Match
966,665,1.0000,Match
967,666,1.0000,Match
968,915,0.8437,Match
969,668,1.0000,Match
970,669,1.0000,Match
971,670,1.0000,Match
972,671,1.0000,Match
973,672,1.0000,Match
974,673,1.0000,Match
975,674,1.0000,Match
976,790,0.7036,Match
977,676,1.0000,Match
978,677,1.0000,Match
979,689,0.6443,Match
980,679,1.0000,Match
981,680,1.0000,Match
982,"681,682",0.4353,Split
983,691,0.4874,Match
984,683,1.0000,Match
985,684,1.0000,Match
986,685,1.0000,Match
987,686,1.0000,Match
988,687,1.0000,Match
989,688,1.0000,Match
990,703,0.6605,Match
991,690,1.0000,Match
992,693,0.4922,Match
993,705,0.4218,Match
994,1330,0.4318,Match
995,698,0.4033,Match
997,696,1.0000,Match
998,697,1.0000,Match
999,701,0.6202,Match
1000,699,1.0000,Match
1001,700,1.0000,Match
1002,933,0.4388,Match
1003,702,1.0000,Match
1004,765,0.6777,Match
1005,704,1.0000,Match
1006,913,0.7630,Match
1007,706,0.9922,Match
1008,707,0.9932,Match
1009,708,0.9911,Match
1010,710,0.4811,Match
1011,920,0.4495,Match
1012,785,0.8668,Match
1013,712,0.9922,Match
1014,717,0.9024,Match
1015,714,1.0000,Match
1016,715,1.0000,Match
1017,716,1.0000,Match
1018,718,0.9726,Match
1019,724,0.8818,Match
1020,719,1.0000,Match
1021,720,1.0000,Match
1022,721,1.0000,Match
1023,722,1.0000,Match
1024,723,1.0000,Match
1025,727,0.9130,Match
1026,725,0.9544,Match
1027,726,0.9544,Match
1028,733,0.8359,Match
1029,734,0.9320,Match
1030,735,0.9508,Match
1031,736,0.9729,Match
1032,737,1.0000,Match
1033,738,1.0000,Match
1034,739,1.0000,Match
1035,740,1.0000,Match
1036,741,1.0000,Match
1037,742,1.0000,Match
1038,746,0.4094,Match
1039,744,1.0000,Match
1040,767,0.7685,Match
1041,748,0.4731,Match
1042,747,1.0000,Match
1043,751,0.4952,Match
1044,749,1.0000,Match
1045,750,1.0000,Match
1046,"754,755",0.4285,Split
1047,614,0.7491,Match
1048,753,1.0000,Match
1049,759,0.7165,Match
1050,758,0.4099,Match
1051,1334,0.4083,Match
1052,761,0.8568,Match
1053,793,0.5333,Match
1054,773,0.5371,Match
1055,795,0.8408,Match
1056,990,0.8309,Match
1057,762,1.0000,Match
1058,763,1.0000,Match
1059,764,1.0000,Match
1060,936,0.5598,Match
1061,766,1.0000,Match
1062,938,0.7956,Match
1063,768,1.0000,Match
1064,769,1.0000,Match
1065,770,1.0000,Match
1066,772,0.4241,Match
1067,775,0.4361,Match
1068,774,0.4359,Match
1069,914,0.6023,Match
1070,916,0.4146,Match
1072,780,0.9205,Match
1073,782,0.4211,Match
1074,640,0.4237,Match
1075,917,0.8341,Match
1076,783,0.4946,Match
1077,902,0.6774,Match
1078,784,0.9672,Match
1079,904,0.8224,Match
1080,786,1.0000,Match
1081,928,0.8230,Match
1082,788,1.0000,Match
1083,789,1.0000,Match
1084,927,0.7770,Match
1085,929,0.7965,Match
1086,926,0.4191,Match
1087,966,0.7402,Match
1089,796,0.9608,Match
1090,893,0.7768,Match
1091,797,1.0000,Match
1092,798,1.0000,Match
1093,799,1.0000,Match
1094,800,1.0000,Match
1095,801,1.0000,Match
1096,802,1.0000,Match
1097,803,1.0000,Match
1098,804,1.0000,Match
1099,805,1.0000,Match
1100,806,1.0000,Match
1101,828,0.4487,Match
1102,822,0.4875,Match
1107,831,0.6518,Match
1109,818,0.4845,Match
1111,817,1.0000,Match
1112,821,0.4275,Match
1113,819,1.0000,Match
1115,825,0.4827,Match
1116,826,0.4676,Match
1118,824,1.0000,Match
1119,"828,829",0.4153,Split
1121,827,1.0000,Match
1122,833,0.4703,Match
1123,832,0.4054,Match
1124,839,0.4026,Match
1126,874,0.4260,Match
1127,841,0.4972,Match
1128,"834,835",0.4160,Split
1140,849,0.5724,Match
1142,850,0.5014,Match
1143,853,0.4619,Match
1144,"852,853",0.4162,Split
1345,1004,0.8531,Match
1346,1005,0.8846,Match
1347,1006,0.9722,Match
1348,1007,1.0000,Match
1349,1008,1.0000,Match
1350,1009,1.0000,Match
1351,1010,1.0000,Match
1352,1011,0.9297,Match
1353,1012,0.7852,Match
1354,1013,0.7317,Match
1356,1320,0.5292,Match
1359,600,0.8092,Match
1360,859,1.0000,Match
1361,860,1.0000,Match
1362,861,1.0000,Match
1363,863,0.5782,Match
1364,954,0.7792,Match
1365,864,1.0000,Match
1366,865,1.0000,Match
1367,868,0.4741,Match
1369,871,0.4036,Match
1370,894,0.5259,Match
1372,873,0.4538,Match
1373,875,0.5072,Match
1375,878,0.4193,Match
1376,1326,0.4140,Match
1377,879,0.4289,Match
1378,1327,0.5160,Match
1384,1329,0.4807,Match
1386,1331,0.4310,Match
1387,1324,0.4143,Match
1391,947,0.4323,Match
1404,1333,0.5995,Match
1411,"897,898",0.4160,Split
1412,959,0.8865,Match
1415,901,0.5703,Match
1416,963,0.9274,Match
1417,964,0.8268,Match
1418,905,0.4061,Match
1430,941,0.7257,Match
1431,605,0.6275,Match
1433,551,0.4062,Match
1435,923,0.4266,Match
1438,647,0.5242,Match
1445,930,1.0000,Match
1446,931,1.0000,Match
1447,932,1.0000,Match
1448,"933,934",0.5457,Split
1449,"934,935",0.4108,Split
1450,946,0.7069,Match
1451,"937,938",0.4561,Split
1454,940,0.4581,Match
1455,943,0.4070,Match
1457,942,0.9920,Match
1458,944,0.4626,Match
1459,945,0.4916,Match
1461,730,0.6632,Match
1462,948,0.4037,Match
1467,955,0.4342,Match
1472,958,0.4198,Match
1495,612,0.6139,Match
1504,980,0.4618,Match
1509,984,0.4301,Match
